REFERENCE_NUM,PRODUCT_INDEX,VEHICLE_MODEL_CODE,CLAIMNO,CLAIM_NO,PARTNO,PARTDESCRIPTION,TOTAL_AMOUNT,NUM_CLAIM_NO
202005140045942,N000706,28713.0,'23002032183700000001,C230020321837,71732M79M10,"HOLDER,FR BUMPER SIDE,L",50.38,2.30020321837e+19
202010260126391,N000706,38055.0,'23002031332400000001,C230020313324,43250M76M10-27N,WHL CVR SLVR CELERIO,382.81,2.30020313324e+19
202010260126391,N000706,38055.0,'23002031332400000001,C230020313324,90900M10177,UPHOLSTERY CLEANER,250.0,2.30020313324e+19
202002060081640,N000706,18914.0,'23002031788100000001,C230020317881,71732M55R00,"HOLDER, FR BUMPER SIDE, L",47.65,2.30020317881e+19
202011190127281,N000706,41406.0,'23002030929300000001,C230020309293,37735M78L01,SENSOR ASSYPARK,877.11,2.30020309293e+19
202001170105374,N000706,12794.0,'23002030856200000001,C230020308562,71711M83P00-5PK,"BUMPER, FRONT (BLACK)",1437.5,2.30020308562e+19
202001170105374,N000706,12794.0,'23002030856200000001,C230020308562,35121M74L01,"UNIT, HEADLAMP RH",2080.5,2.30020308562e+19
202007210022060,N000706,40505.0,'23002030608800000001,C230020306088,71711M69R00-5PK,"BUMPER,FRONT",1437.5,2.30020306088e+19
202011200118655,N000706,30557.0,'23002033055200000001,C230020330552,71711M50S00-5PK,"BUMPER,FRONT",1984.37,2.30020330552e+19
202011200118655,N000706,30557.0,'23002033055200000001,C230020330552,71712M50S00,"CAP, FRONT BUMPER",14.84,2.30020330552e+19
202009290117809,N000706,18913.0,'23002032808900000001,C230020328089,09409M07L01,CLIP,2.34,2.30020328089e+19
202011050109728,N000706,31663.0,'23002032628000000001,C230020326280,99000M24120-460,DG SEALANT SET WITHOUT PRIMER,584.74,2.3002032628e+19
202007130038729,N000706,36542.0,'23002032538700000001,C230020325387,57611M56R10,"PANEL,FRONT FENDER,R (ED COATED)",914.06,2.30020325387e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,77862M86G00-0PG,EMBLEM(DDIS),39.84,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,84901M56R31-BHE,"BELT ASSY,FR,R",2980.46,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,17700M55R50,RADIATOR ASSY,2148.43,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,35300M55R10,"HEADLAMP ASSY,LH",2245.76,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,38330M55R10,ARM ASSY WIPER LH,433.59,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,95310M55R00,CONDENSER ASSY,3222.65,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,73114M61M00,"SILENCER,I/P TOP",56.25,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,95710M55R40,"HOSE, SUCTION",816.4,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,17937M55R50,"HOSE, DEG TANK OUTLET",122.88,2.30020259608e+19
202008010027381,N000706,36260.0,'23002032575700000001,C230020325757,71811M79M00-5PK,"BUMPER,REAR",4648.43,2.30020325757e+19
202008010027381,N000706,36260.0,'23002032575700000001,C230020325757,71711M79M00-5PK,"BUMPER, FRONT (PRIMARY)",2226.56,2.30020325757e+19
202009040063074,N000706,31669.0,'23002032562900000001,C230020325629,09100-10222,BOLT,73.43,2.30020325629e+19
202009040063074,N000706,31669.0,'23002032562900000001,C230020325629,17938M79M50,"HOSE,DEG TANK OUTLET NO.2",38.13,2.30020325629e+19
202009040063074,N000706,31669.0,'23002032562900000001,C230020325629,35121M79M01,UNIT HEADLAMP RH,3368.64,2.30020325629e+19
202009040063074,N000706,31669.0,'23002032562900000001,C230020325629,09471M12188,BULB 12V-55W,194.91,2.30020325629e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,57611M53M02,PANELFR FENDERR,773.43,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,13871M53M30,"HOSE, AIR CLNR INLET",164.4,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,09409M07L01,CLIP,3.12,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,99000M24120-460,DG SEALANT SET WITHOUT PRIMER,572.88,2.30020276203e+19
202010220121756,N000706,36956.0,'23002033992800000001,C230020339928,99000M24120-881, MASKING PAPER (L 200M* W90 CM),1929.46,2.30020339928e+19
202011140020859,N000706,30559.0,'23002033969500000001,C230020339695,71821M68P00,"HOLDER,RR BUMPER SIDE,R",57.81,2.30020339695e+19
202001220089891,N000706,30564.0,'23002033929700000001,C230020339297,99000M24121-137,PAPER FLOOR MAT (23X18),1.27,2.30020339297e+19
202007130049823,N000706,36258.0,'23002032248300000001,C230020322483,84701M79M11-5PK,"MIRROR ASSY,OUT REAR VIEW, RH",4470.33,2.30020322483e+19
202007130049823,N000706,36258.0,'23002032248300000001,C230020322483,71821M79M00,"HOLDER,RR BUMPER SIDE,R",35.93,2.30020322483e+19
202007130049823,N000706,36258.0,'23002032248300000001,C230020322483,82813M79M22-0PG,CAPFRONT DOOR OUT,152.34,2.30020322483e+19
202003240005996,N000706,12794.0,'23002032184800000001,C230020321848,77842M75J10-0PG,EMBLEM(VDI),28.12,2.30020321848e+19
202003240005996,N000706,12794.0,'23002032184800000001,C230020321848,09471M12076,BULB,31.35,2.30020321848e+19
202003240005996,N000706,12794.0,'23002032184800000001,C230020321848,09471M12245,BULB,50.84,2.30020321848e+19
202003240005996,N000706,12794.0,'23002032184800000001,C230020321848,99000M24120-880,MASKING PAPER ( L 200M* W 45CM),1062.5,2.30020321848e+19
202011130053741,N000706,25375.0,'23002027174600000001,C230020271746,84851M74L00-6GS,"HOLDER, SUNVISOR (BLACK)",19.53,2.30020271746e+19
202011130053741,N000706,25375.0,'23002027174600000001,C230020271746,58121M53M00,"BRACE,LAMP SUPPORT,L",167.18,2.30020271746e+19
202011130053741,N000706,25375.0,'23002027174600000001,C230020271746,72380M53MB0-5PK,"GARNISH COMP,COWL TOP SIDE,R",25.0,2.30020271746e+19
202011130053741,N000706,25375.0,'23002027174600000001,C230020271746,58210M53M00,"CROSSMEMBER COMP,FRONT LOWER",1742.18,2.30020271746e+19
202011130053741,N000706,25375.0,'23002027174600000001,C230020271746,72322M53M00,"LINING,FRONT FENDER,L",195.31,2.30020271746e+19
202011130053741,N000706,25375.0,'23002027174600000001,C230020271746,48150M53M20-HTV,"MODULE ASSY,AIRBAG",3757.81,2.30020271746e+19
201906170086752,N000706,31271.0,'23002031123000000001,C230020311230,38860M76M00,RELAY ASSY,85.93,2.3002031123e+19
202004020015641,N000706,39251.0,'23002029514100000001,C230020295141,71711M82R02-5PK,"BUMPER,FRONT",2105.46,2.30020295141e+19
202001110060903,N000706,25375.0,'23002029085300000001,C230020290853,57711M53M02,PANELFR FENDERL,773.43,2.30020290853e+19
202001110060903,N000706,25375.0,'23002029085300000001,C230020290853,57420M79G00,"HINGE COMP FRT HOOD, LH",70.31,2.30020290853e+19
202011060189294,N000706,25375.0,'23002028235900000001,C230020282359,83401M68K12,"REGULATOR ASSY,FRONT WINDOW,R",484.37,2.30020282359e+19
202010240082038,N000706,20233.0,'23002027528100000001,C230020275281,57300M66L00,"PANEL, FRONT HOOD",2414.06,2.30020275281e+19
202011170028312,N000706,12801.0,'23002029376200000001,C230020293762,71741M75L00-5PK,"GRILLE, RADIATOR UPPER (BLACK)",492.18,2.30020293762e+19
202011170028312,N000706,12801.0,'23002029376200000001,C230020293762,09471M12057,"BULB,21/5 W,12V",45.76,2.30020293762e+19
202011170028312,N000706,12801.0,'23002029376200000001,C230020293762,09409M08006,CLIP,2.34,2.30020293762e+19
202011170028312,N000706,12801.0,'23002029376200000001,C230020293762,95731M74LA0,"PIPE, LIQUID",1503.9,2.30020293762e+19
202011170028312,N000706,12801.0,'23002029376200000001,C230020293762,99000M24121-136,PAPER FLOOR MAT (20X15),0.84,2.30020293762e+19
202011170028312,N000706,12801.0,'23002029376200000001,C230020293762,13669M83K80,"BRACKET,INTER COOLER UPPER",17.96,2.30020293762e+19
202011170028312,N000706,12801.0,'23002029376200000001,C230020293762,71761M83K10-5PK,"BEZEL, FR FOG LAMP LH (BLACK)",64.06,2.30020293762e+19
202010300118998,N000706,36542.0,'23002031047600000001,C230020310476,77821M75J00-0PG,EMBLEM (MARUTI SUZUKI),81.64,2.30020310476e+19
202012100142958,N000706,31267.0,'23002030641100000001,C230020306411,58270M82P00,"MEMBER COMP,FRONT BUMPER",878.9,2.30020306411e+19
202012100142958,N000706,31267.0,'23002030641100000001,C230020306411,71721M82P00-5PK,"GRILLE,RADIATOR LOWER",550.78,2.30020306411e+19
202012100142958,N000706,31267.0,'23002030641100000001,C230020306411,71793M82P00-5PK,"GARNISH,FR BUMPER SIDE,R",55.46,2.30020306411e+19
202012100142958,N000706,31267.0,'23002030641100000001,C230020306411,71742M82P00-0PG,"GARNISH,RADIATOR UPPER GRILLE",1085.93,2.30020306411e+19
202002210037845,N000706,31306.0,'23002030149300000001,C230020301493,71711M76MA0-5PK,FRONT BUMPER,1015.62,2.30020301493e+19
202003020123833,N000706,12794.0,'23002032060000000001,C230020320600,99000M24120-290,SEALENT SET,605.93,2.300203206e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,84511M55R00,"GLASS,WINDSHIELD",3211.86,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,57410M55R00,"HINGE COMP, FRONT HOOD, R",246.09,2.30020259608e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,57711M55R10,"PANEL,FRONT FENDER,L",1093.75,2.30020259608e+19
202008270026347,N000706,23103.0,'23002025136400000001,C230020251364,83923M56R00-0CB,"TAPE, FRONT DOOR OUTER RR, R",182.2,2.30020251364e+19
202009040063074,N000706,31669.0,'23002032562900000001,C230020325629,13620M65M00,"COOLER,INTER",4792.96,2.30020325629e+19
202009040063074,N000706,31669.0,'23002032562900000001,C230020325629,71711M79M00-5PK,"BUMPER, FRONT (PRIMARY)",2226.56,2.30020325629e+19
202009040063074,N000706,31669.0,'23002032562900000001,C230020325629,01550M0616A,BOLT,2.54,2.30020325629e+19
202011230065464,N000706,25375.0,'23002032561800000001,C230020325618,68003M53M00,"PANEL ASSY,REAR DOOR,R",6183.59,2.30020325618e+19
202002060055319,N000706,31269.0,'23002032557800000001,C230020325578,71732M82P01,HOLDERFR BUMPER SIDER,71.87,2.30020325578e+19
202001310032662,N000706,19223.0,'23002032452100000001,C230020324521,72321M67L00-5PK,"LINING, FRONT FENDER RH",238.28,2.30020324521e+19
202001310032662,N000706,19223.0,'23002032452100000001,C230020324521,35121M67L00,"UNIT, HEADLAMP RH",1737.28,2.30020324521e+19
202011260058052,N000706,18914.0,'23002032409400000001,C230020324094,01550M0616A,BOLT,2.54,2.30020324094e+19
202011260058052,N000706,18914.0,'23002032409400000001,C230020324094,99000M24121-136,PAPER FLOOR MAT (20X15),0.84,2.30020324094e+19
202011260058052,N000706,18914.0,'23002032409400000001,C230020324094,68004M55R00,"PANEL ASSY,REAR DOOR,L",6757.81,2.30020324094e+19
202011260058052,N000706,18914.0,'23002032409400000001,C230020324094,77851M54G00-0PG,"EMBLEM, VVT (CHROME)",35.93,2.30020324094e+19
202011260058052,N000706,18914.0,'23002032409400000001,C230020324094,99000M24121-162,INTERIOR PROTECTION COVERS-ARENA,25.42,2.30020324094e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,77862M86G00-0PG,EMBLEM(DDIS),38.28,2.30020276203e+19
202002060098915,N000706,30559.0,'23002027057700000001,C230020270577,71711M50S00-5PK,"BUMPER,FRONT",1968.99,2.30020270577e+19
202002060098915,N000706,30559.0,'23002027057700000001,C230020270577,35910M75J11,"LAMP ASSY,LICENCE",73.1,2.30020270577e+19
202010140034830,N000706,30557.0,'23002033924900000001,C230020339249,84051M68P01,"SET,GLASS WINDSHIELD",3080.5,2.30020339249e+19
202010140034830,N000706,30557.0,'23002033924900000001,C230020339249,42420M68P00,"JOINT,STABILIZER BAR",382.81,2.30020339249e+19
202010140034830,N000706,30557.0,'23002033924900000001,C230020339249,78130M68P00,"MOLDING, ROOF RH",351.56,2.30020339249e+19
202010140034830,N000706,30557.0,'23002033924900000001,C230020339249,65120M68P00,"RAIL,ROOF FRONT INNER",269.53,2.30020339249e+19
202010140034830,N000706,30557.0,'23002033924900000001,C230020339249,72330M55R00-5PK,"GARNISH COMP,COWL TOP",585.93,2.30020339249e+19
202006100074553,N000706,27584.0,'23002033916400000001,C230020339164,83924M76M00-0CB,"TAPE,FRONT DOOR OUTER RR,L",84.74,2.30020339164e+19
202006100074553,N000706,27584.0,'23002033916400000001,C230020339164,69100M76M50,"PANEL,ASSY BACK DOOR",4949.21,2.30020339164e+19
202006100074553,N000706,27584.0,'23002033916400000001,C230020339164,71821M76M00,"HOLDER,RR BUMPER SIDE,R",53.9,2.30020339164e+19
202011100098613,N000706,25375.0,'23002033914200000001,C230020339142,71711M53M00-5PK,"BUMPER,FRONT",976.56,2.30020339142e+19
202012190087940,N000706,23103.0,'23002032101300000001,C230020321013,71711M56R00-5PK,"BUMPER,FRONT (BLACK)",1398.43,2.30020321013e+19
202012190087940,N000706,23103.0,'23002032101300000001,C230020321013,35300M55R10,"HEADLAMP ASSY,LH",2245.76,2.30020321013e+19
202010030051801,N000706,19224.0,'23002032012600000001,C230020320126,71813M67L00,"HOLDER, RR BUMPER SIDE LH",36.71,2.30020320126e+19
202003190140321,N000706,12794.0,'23002032007100000001,C230020320071,99000M24120-879,MASKING TAPE ( 24 MM*30 MTRS),44.91,2.30020320071e+19
202003190140321,N000706,12794.0,'23002032007100000001,C230020320071,71811M74L00,YP8 SWIFT-REAR BUMPER,1820.31,2.30020320071e+19
202011130053741,N000706,25375.0,'23002027174600000001,C230020271746,58261M53M00,"MEMBER,LAMP SUPPORT,L",257.81,2.30020271746e+19
202001030079903,N000706,17662.0,'23002025180200000001,C230020251802,84621M79A00,"WEATHERSTRIP,SIDE WINDOW",224.21,2.30020251802e+19
202001030079903,N000706,17662.0,'23002025180200000001,C230020251802,17761M78L00,SHROUD,586.71,2.30020251802e+19
202001030079903,N000706,17662.0,'23002025180200000001,C230020251802,77623M78L10-DHK,"DECAL,SIDE STRIPE RR QTR,L",206.77,2.30020251802e+19
202012020069938,N000706,12801.0,'23002029043300000001,C230020290433,17100M74L50,"FAN ASSY, ENGINE COOLING",3539.06,2.30020290433e+19
202012020069938,N000706,12801.0,'23002029043300000001,C230020290433,71740M84P00-C48,"GRILLE, RADIATOR UPPER",1328.12,2.30020290433e+19
202010220211874,N000706,31663.0,'23002029247500000001,C230020292475,17700M74L50,RADIATOR ASSY,3007.81,2.30020292475e+19
202010220211874,N000706,31663.0,'23002029247500000001,C230020292475,01550M0616A,BOLT,2.54,2.30020292475e+19
202007110056202,N000706,38319.0,'23002027558700000001,C230020275587,17700M78L00,RADIATOR ASSY,2382.81,2.30020275587e+19
202007110056202,N000706,38319.0,'23002027558700000001,C230020275587,3F922M78L00,"COVER,AIR BAG SENSOR",57.81,2.30020275587e+19
202012050084942,N000706,43373.0,'23002033488900000001,C230020334889,57410M62S00,"HINGE COMP,FRONT HOOD,R",140.62,2.30020334889e+19
202008270026347,N000706,23103.0,'23002025136400000001,C230020251364,71711M56R00-5PK,"BUMPER,FRONT (BLACK)",1398.43,2.30020251364e+19
202008270026347,N000706,23103.0,'23002025136400000001,C230020251364,09409M08006,CLIP,3.12,2.30020251364e+19
202007210020037,N000706,37213.0,'23002024635000000001,C230020246350,17854M79F00,"HOSE,RADIATOR OULET NO.1(LX & VX)MT",88.98,2.3002024635e+19
202007210020037,N000706,37213.0,'23002024635000000001,C230020246350,58121M53M00,"BRACE,LAMP SUPPORT,L",167.18,2.3002024635e+19
202007210020037,N000706,37213.0,'23002024635000000001,C230020246350,82160M53MC0,"CABLE COMP,HOOD LATCH RELEASE",105.46,2.3002024635e+19
202007210020037,N000706,37213.0,'23002024635000000001,C230020246350,13700M53M30,"CLEANER ASSY, AIR",529.66,2.3002024635e+19
202007210020037,N000706,37213.0,'23002024635000000001,C230020246350,38330M53M00,"ARM ASSY,WIPER AS",194.91,2.3002024635e+19
202007210020037,N000706,37213.0,'23002024635000000001,C230020246350,38340M53M01,BLADE ASSY WIPER DS,288.13,2.3002024635e+19
202007210020037,N000706,37213.0,'23002024635000000001,C230020246350,73832M67P00-5PK,"COVER,I/P UPPER,R",10.93,2.3002024635e+19
202002240034225,N000706,31267.0,'23002032373700000001,C230020323737,77821M75J00,"EMBLEM, MARUTI SUZUK",81.64,2.30020323737e+19
202002240034225,N000706,31267.0,'23002032373700000001,C230020323737,83940M82P20-0PG,"GARNISH ASSY,BACK DOOR LICENSE",968.75,2.30020323737e+19
202002240034225,N000706,31267.0,'23002032373700000001,C230020323737,69100M82P20,"PANEL ASSY,BACK DOOR",7062.5,2.30020323737e+19
202002240034225,N000706,31267.0,'23002032373700000001,C230020323737,99000M24121-078,AIR DRYING SEALANT,673.72,2.30020323737e+19
202009270034476,N000706,30558.0,'23002032261900000001,C230020322619,71740M50S10-C48,"GRILLE, RADIATOR UPPER",542.96,2.30020322619e+19
202002060098915,N000706,30559.0,'23002027057700000001,C230020270577,77811M63J00-0PG,"EMBLEM,MARK(S)",61.24,2.30020270577e+19
202002060098915,N000706,30559.0,'23002027057700000001,C230020270577,61571M68P00,"REINF,REAR FLOOR UNDER",143.41,2.30020270577e+19
202002060098915,N000706,30559.0,'23002027057700000001,C230020270577,71822M68P00,"HOLDER,RR BUMPER SIDE,L",62.01,2.30020270577e+19
202001170075366,N000706,31291.0,'23002032264300000001,C230020322643,57410M74L00,"HINGE, FRONT HOOD RH",156.25,2.30020322643e+19
202001170075366,N000706,31291.0,'23002032264300000001,C230020322643,57420M74L00,"HINGE, FRONT HOOD LH",144.53,2.30020322643e+19
202003060119344,N000706,30135.0,'23002032186500000001,C230020321865,84590M64M00,"GLASS,QTR WINDOW,L",444.91,2.30020321865e+19
202006190070614,N000706,30558.0,'23002033753100000001,C230020337531,69100M68P21,PANEL ASSY BACK DOOR,4773.43,2.30020337531e+19
202010190118715,N000706,18914.0,'23002033735500000001,C230020337355,71740M56R00-C48,"GRILLE COMP, RADIATOR UPPER",652.34,2.30020337355e+19
202003270039552,N000706,12801.0,'23002031924300000001,C230020319243,71711M84P00-5PK,"BUMPER, FRONT (BLACK)",1355.46,2.30020319243e+19
202003270039552,N000706,12801.0,'23002031924300000001,C230020319243,72321M74L00,"LINING, FRONT FENDER RH",265.62,2.30020319243e+19
202007270062422,N000706,30557.0,'23002031894400000001,C230020318944,71711M50S00-5PK,"BUMPER,FRONT",1949.21,2.30020318944e+19
202007270062422,N000706,30557.0,'23002031894400000001,C230020318944,35321M50S00,"UNIT, HEADLAMP LH",12627.11,2.30020318944e+19
202005250030616,N000706,30557.0,'23002031730600000001,C230020317306,71721M50S00-5PK,"GRILLE, RADIATOR LOWER (BLACK)",199.21,2.30020317306e+19
202011260065937,N000706,18914.0,'23002033080700000001,C230020330807,71731M55R00,"HOLDER, FR BUMPER SIDE, R",47.65,2.30020330807e+19
202011260065937,N000706,18914.0,'23002033080700000001,C230020330807,57420M55R00,"HINGE COMP, FRONT HOOD, L",246.09,2.30020330807e+19
202010200124937,N000706,40251.0,'23002034372300000001,C230020343723,84701M72R30-5PK,"MIRROR ASSY,OUT REAR VIEW,R",4097.45,2.30020343723e+19
202009070042519,N000706,30558.0,'23002034371200000001,C230020343712,57611M68P00,"PANEL,FRONT FENDER,R",898.43,2.30020343712e+19
202010060061830,N000706,18913.0,'23002034352400000001,C230020343524,35501M55R00,"LAMP ASSY, FR FOG",613.44,2.30020343524e+19
202012280036657,N000706,12801.0,'23002034336800000001,C230020343368,84701M74LD3-5PK,"MIRROR ASSYOUT REAR VIEW,RH",4380.5,2.30020343368e+19
202001240076548,N000706,23101.0,'23002034320100000001,C230020343201,71782M56R10-0PG,"GARNISH, FR BUMPER LOWER, L",332.03,2.30020343201e+19
202001240076548,N000706,23101.0,'23002034320100000001,C230020343201,71771M56R10-0PG,"GARNISH, RADIATOR UPPER GRILLE",1941.4,2.30020343201e+19
202004280016952,N000706,27583.0,'23002028819100000001,C230020288191,84515M65D10,"FEMALE,GLASS FASTENER NO.2",21.87,2.30020288191e+19
202004280016952,N000706,27583.0,'23002028819100000001,C230020288191,72312M58J10,"HOLDER, FRONT HOOD STAY",5.46,2.30020288191e+19
202004280016952,N000706,27583.0,'23002028819100000001,C230020288191,03141M05165,.SCREW,2.54,2.30020288191e+19
202004280016952,N000706,27583.0,'23002028819100000001,C230020288191,35671M76M00,".LAMP UNIT,RR COMB,L",957.62,2.30020288191e+19
202004280016952,N000706,27583.0,'23002028819100000001,C230020288191,82510M76M21,LATCH ASSY BACK DOOR,838.98,2.30020288191e+19
202004280016952,N000706,27583.0,'23002028819100000001,C230020288191,99000M24120-460,DG SEALANT SET WITHOUT PRIMER,584.74,2.30020288191e+19
202004280016952,N000706,27583.0,'23002028819100000001,C230020288191,09409M07L01,CLIP,3.12,2.30020288191e+19
201911290136190,N003410,38318.0,'23002024886700000001,C230020248867,09471M12056,"BULB,21W,12V",29.66,2.30020248867e+19
201911290136190,N003410,38318.0,'23002024886700000001,C230020248867,71732M74L00,"HOLDER, FR BUMPER SIDE LH",75.78,2.30020248867e+19
201911290136190,N003410,38318.0,'23002024886700000001,C230020248867,35121M74L01,"UNIT, HEADLAMP RH",2080.5,2.30020248867e+19
201911290136190,N003410,38318.0,'23002024886700000001,C230020248867,81780M75L00,"SASH, REAR LH",207.03,2.30020248867e+19
201911290136190,N003410,38318.0,'23002024886700000001,C230020248867,72322M74L00,"LINING, FRONT FENDER LH",292.96,2.30020248867e+19
202007110056202,N000706,38319.0,'23002027558700000001,C230020275587,71711M78L01-5PK,"BAR, FRONT BUMPER (BLACK)",929.68,2.30020275587e+19
201811070043874,N000706,23101.0,'23002024649600000001,C230020246496,43401M68P00,"HUB ASSY, FRONT WHEEL",2816.4,2.30020246496e+19
201811070043874,N000706,23101.0,'23002024649600000001,C230020246496,58630M68P20,"MEMBER,APRON SIDE OUTER RH",107.81,2.30020246496e+19
202004120017483,N000706,12802.0,'23002030065300000001,C230020300653,71821M74K00,"HOLDER, RR BUMPER SIDE RH",121.09,2.30020300653e+19
202004120017483,N000706,12802.0,'23002030065300000001,C230020300653,71721M72K00-5PK,"GRILLE, RADIATOR LOWER (BLACK)",199.21,2.30020300653e+19
202009230048757,N000706,12801.0,'23002033282000000001,C230020332820,35300M75L00,HEAD LAMP ASSY LH,2377.11,2.3002033282e+19
201912190006418,N000706,30557.0,'23002033239400000001,C230020332394,71711M50S00-5PK,"BUMPER,FRONT",1949.21,2.30020332394e+19
202007210020037,N000706,37213.0,'23002024635000000001,C230020246350,82110M53MB0,"LATCH COMP,HOOD",233.05,2.3002024635e+19
202010090067506,N000706,42937.0,'23002023939900000001,C230020239399,71731M74L00,"HOLDER, FR BUMPER SIDE RH",75.78,2.30020239399e+19
202010090067506,N000706,42937.0,'23002023939900000001,C230020239399,57410M82P00,"HINGE COMP,FRONT HOOD,R",156.25,2.30020239399e+19
202010090067506,N000706,42937.0,'23002023939900000001,C230020239399,71743M85S00-0PG,"GARNISH,RADIATOR GRILLE UPR,L",148.43,2.30020239399e+19
202010090067506,N000706,42937.0,'23002023939900000001,C230020239399,45202M68P00,"ARM ASSY,FRONT SUSPENSION,L",976.56,2.30020239399e+19
202010090067506,N000706,42937.0,'23002023939900000001,C230020239399,58270M85S00,"MEMBER COMP,FRONT BUMPER",1003.9,2.30020239399e+19
202008100036886,N000706,23103.0,'23002022222100000001,C230020222221,69310M74L00,"HINGE,FRONT DOOR UPPER,R",132.81,2.30020222221e+19
202003050035644,N000706,42003.0,'23002032197700000001,C230020321977,990J0M999H7-060,DOUBLE SIDE ADHESIVE TAPE,135.59,2.30020321977e+19
202010210084319,N000706,22616.0,'23002032082300000001,C230020320823,35321M55RB0,"UNIT,  HEADLAMP LH",17313.55,2.30020320823e+19
202004230024287,N000706,30557.0,'23002032054100000001,C230020320541,71711M50S00-5PK,"BUMPER,FRONT",1949.21,2.30020320541e+19
202004250003089,N000706,30563.0,'23002031994700000001,C230020319947,57611M68P00,"PANEL,FRONT FENDER,R",937.5,2.30020319947e+19
202004250003089,N000706,30563.0,'23002031994700000001,C230020319947,71732M50S00,"HOLDER, FR BUMPER SIDE LH",58.59,2.30020319947e+19
202004250003089,N000706,30563.0,'23002031994700000001,C230020319947,72371M68P00-5PK,"GARNISH,COWL TOP SIDE,R(BLACK",17.18,2.30020319947e+19
202012150040460,N000706,23106.0,'23002033278500000001,C230020332785,990J0M999G9-110,PRF LITTLE TREE-CRISP N COOL HANGIN,83.89,2.30020332785e+19
202012150040460,N000706,23106.0,'23002033278500000001,C230020332785,35321M55RB0,"UNIT,  HEADLAMP LH",17008.47,2.30020332785e+19
202008270021607,N000706,18914.0,'23002033274900000001,C230020332749,57420M55R00,"HINGE COMP, FRONT HOOD, L",246.09,2.30020332749e+19
202008270021607,N000706,18914.0,'23002033274900000001,C230020332749,71711M55R00-5PK,"BUMPER ,FRONT",1671.87,2.30020332749e+19
202008270021607,N000706,18914.0,'23002033274900000001,C230020332749,71732M55R00,"HOLDER, FR BUMPER SIDE, L",47.65,2.30020332749e+19
202008270021607,N000706,18914.0,'23002033274900000001,C230020332749,71761M52R10-5PK,"BEZEL,FRONT FOG LAMP,L",71.09,2.30020332749e+19
202008270021607,N000706,18914.0,'23002033274900000001,C230020332749,36691M56R00,"WIRE COMP,A/B",190.67,2.30020332749e+19
202008310124528,N000706,36956.0,'23002033531000000001,C230020335310,84702M68PM0-5PK,"MIRROR ASSY, RR VIEW LH",4194.91,2.3002033531e+19
202008310124528,N000706,36956.0,'23002033531000000001,C230020335310,09409M07L01,CLIP,3.12,2.3002033531e+19
202002250123653,N000706,21829.0,'23002033520100000001,C230020335201,71811M55R00-5PK,"BUMPER, RR (BLACK)",1728.9,2.30020335201e+19
202002250123653,N000706,21829.0,'23002033520100000001,C230020335201,77831M68L00-0PG,"EMBLEM, SWIFT (CHROME)",48.43,2.30020335201e+19
202012010031037,N000706,27579.0,'23002033500400000001,C230020335004,57611M76M00,"PANEL,FRONT FENDER,R",1167.96,2.30020335004e+19
202012010031037,N000706,27579.0,'23002033500400000001,C230020335004,35121M76M00,.HEAD LAMP UNIT RH,1779.66,2.30020335004e+19
202002040041586,N000706,27584.0,'23002033311000000001,C230020333110,35651M76M00,".LAMP UNIT,RR COMB,R",929.66,2.3002033311e+19
202002040041586,N000706,27584.0,'23002033311000000001,C230020333110,71821M76M00,"HOLDER,RR BUMPER SIDE,R",50.0,2.3002033311e+19
202005250030616,N000706,30557.0,'23002031730600000001,C230020317306,72433M68P00,"COVER, FRONT END LOWER RH",97.65,2.30020317306e+19
202012030050870,N000706,31266.0,'23002031728300000001,C230020317283,71761M82P10-5PK,"BEZEL,FRONT FOG LAMP,L",74.21,2.30020317283e+19
202012030050870,N000706,31266.0,'23002031728300000001,C230020317283,43110M82P00,TYRE(215/60R16 95H) (APOLLO),6386.71,2.30020317283e+19
201906140022218,N000706,19224.0,'23002031725100000001,C230020317251,71732M69R00,"HOLDER,FR BUMPER SIDE,L",45.31,2.30020317251e+19
202007140063226,N000706,23101.0,'23002034258900000001,C230020342589,64511M56R00-P41,"PANEL, SIDE SILL LH",2753.12,2.30020342589e+19
