REFERENCE_NUM,PRODUCT_INDEX,VEHICLE_MODEL_CODE,CLAIMNO,NUM_CLAIM_NO,TXT_PARTS_GROUP_NAME,TXT_PARTS_NAME,TOTAL_AMOUNT,NUM_PART_CODE
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Tail Light Left,1199.15,1008
202202060016048,N000706,36259.0,'23002203497700000001,2.30022034977e+19,Rubber Plastic Parts,"HOLDER,RR BMPR SIDE,R",44.53,9999
202202060016048,N000706,36259.0,'23002203497700000001,2.30022034977e+19,Rubber Plastic Parts,"EMBLEM,CIAZ (CHROME)",82.03,9999
202104200041955,N000706,27584.0,'23002204115900000001,2.30022041159e+19,Rubber Plastic Parts,Grille Radiator Lower,1449.21,2051
202106180033713,N000706,22616.0,'23002203685700000001,2.30022036857e+19,Metalic Parts,Fender Panel Front Left,1101.0,1020
202103160022238,N000706,31339.0,'23002149332500000001,2.30021493325e+19,Metalic Parts,MBR FR BMPR,1223.0,9999
202110270002372,N000706,30557.0,'23002205574100000001,2.30022055741e+19,Metalic Parts,Door Front Left,4582.03,1016
202105310019609,N000706,12794.0,'23002203676300000001,2.30022036763e+19,Rubber Plastic Parts,Bumper Rear Assembly,1992.0,1007
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Pipe Air Cleaner Suction,289.06,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Hose Air Suction,364.4,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Bracket Air Cleaner,39.06,9999
202111020066834,N000706,30559.0,'23002204589400000001,2.30022045894e+19,Metalic Parts,Fender Panel Front Left,1039.06,1020
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Glass Parts,"GLASS COMP,WINDSHIELD",3805.08,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Metalic Parts,Mounting Muffler,88.98,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Metalic Parts,Drive Shaft- Constant Velocity Axle Left,5777.34,2181
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Metalic Parts,Joint Comp Stabilizer,789.06,9999
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Metalic Parts,"SHAFT ASSY,FRONT DRIVE,L",6035.15,9999
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Metalic Parts,"MEMBER,COWL SIDE OUTER,L",425.78,9999
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Metalic Parts,Door Front Left,5976.56,1016
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Metalic Parts,"HINGE, FRONT DOOR UPPER LH",148.43,9999
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Rubber Plastic Parts,Bumper Front Upper,976.56,1926
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Rubber Plastic Parts,"COVER,MARK(S)",31.25,9999
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Rubber Plastic Parts,"PAD,FRONT FENDER REAR,L",214.84,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Garnish Bumper Front,652.34,2024
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Metalic Parts,Renf Cowl Upper LH,730.46,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Holder Fr. Bumper CTR,23.43,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Metalic Parts,Panel Cowl Side LH,207.03,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Metalic Parts,Reinf Main Floor,171.86,9999
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Rubber Plastic Parts,"GUARD ASSY,FR DOOR SPLASH,R",222.65,9999
202202030067687,N000706,30557.0,'23002203476300000001,2.30022034763e+19,Consumable,holder r,61.71,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Metalic Parts,Member Floor Side,382.8,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Seal Hood Rear,88.98,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Absorber Comp Front Bumper Lower,718.75,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Lining Rear Fender L,382.81,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Cover Main Floor Under L,656.25,9999
202103070040065,N000706,30135.0,'23002145233000000001,2.3002145233e+19,Rubber Plastic Parts,Guard Assy Fr. Door Splash LH,269.53,9999
202203300061400,N000706,21829.0,'23002202734200000001,2.30022027342e+19,Rubber Plastic Parts,Door Handle Front Right,234.38,2412
202203300061400,N000706,21829.0,'23002202734200000001,2.30022027342e+19,Metalic Parts,Fender Panel Front Right,1382.81,1021
202112270007974,N000706,42938.0,'23002147619600000001,2.30021476196e+19,Rubber Plastic Parts,"TAPE, FRONT DOOR OUTER RR LH",525.42,9999
202201160000629,N000706,41761.0,'23002150619600000001,2.30021506196e+19,Rubber Plastic Parts,CABLE COMP HOOD LATCH RELEASE ,156.25,9999
202201310099337,N000706,46234.0,'23002145532900000001,2.30021455329e+19,Metalic Parts,ARM REAR DOOR UPR R,121.0,9999
202201310099337,N000706,46234.0,'23002145532900000001,2.30021455329e+19,Metalic Parts,PANEL COMP ROOF SIDE INR LH,152.0,9999
202201310099337,N000706,46234.0,'23002145532900000001,2.30021455329e+19,Rubber Plastic Parts,EMBLUM REAR,58.0,9999
202201310099337,N000706,46234.0,'23002145532900000001,2.30021455329e+19,Rubber Plastic Parts,STOP FR DOOR OPEN,125.0,9999
202201310099337,N000706,46234.0,'23002145532900000001,2.30021455329e+19,Rubber Plastic Parts,HANDLE OUTSIDE ALTO,101.0,9999
202201310099337,N000706,46234.0,'23002145532900000001,2.30021455329e+19,Rubber Plastic Parts,Side Rear View Mirror Outer Assembly Left,597.0,2093
202201160000629,N000706,41761.0,'23002150619600000001,2.30021506196e+19,Metalic Parts,ROD ANTENNA,220.33,9999
202201160000629,N000706,41761.0,'23002150619600000001,2.30021506196e+19,Rubber Plastic Parts,Radiator Assembly,3894.53,1337
202201160000629,N000706,41761.0,'23002150619600000001,2.30021506196e+19,Glass Parts,Windshield Glass Front,5779.66,1003
202201160000629,N000706,41761.0,'23002150619600000001,2.30021506196e+19,Rubber Plastic Parts,Radiator Cooling Fan Shroud,3910.15,1340
202201160000629,N000706,41761.0,'23002150619600000001,2.30021506196e+19,Rubber Plastic Parts,Head Light Right,4923.72,1023
202201160000629,N000706,41761.0,'23002150619600000001,2.30021506196e+19,Metalic Parts,SHAFT ASSY FRONT DRIVE R,6488.28,9999
202201160000629,N000706,41761.0,'23002150619600000001,2.30021506196e+19,Metalic Parts,MEMBER COMP FRONT SIDE R,7804.68,9999
202111250089540,N000706,20233.0,'23002205317400000001,2.30022053174e+19,Rubber Plastic Parts,Moulding Front Windshield,316.4,1035
202111250089540,N000706,20233.0,'23002205317400000001,2.30022053174e+19,Glass Parts,Windshield Glass Front,2533.05,1003
202108240052327,N000706,42939.0,'23002202882100000001,2.30022028821e+19,Rubber Plastic Parts,LAMP UNIT RR COMP,3228.0,9999
202108240052327,N000706,42939.0,'23002202882100000001,2.30022028821e+19,Rubber Plastic Parts,TAPE REAR DOOR OUTER UPR RH,139.0,9999
202203030073045,N000706,42938.0,'23002204962900000001,2.30022049629e+19,Rubber Plastic Parts,Bumper Front Lower,531.25,1921
202203040009626,N000706,12796.0,'23002204866000000001,2.3002204866e+19,Rubber Plastic Parts,"COVER, FRONT FENDER, L",67.96,9999
202203040009626,N000706,12796.0,'23002204866000000001,2.3002204866e+19,Consumable,NUT,4.68,9999
202202100069839,N000706,19227.0,'23002204475000000001,2.3002204475e+19,Rubber Plastic Parts,Bumper Front Assembly,1140.62,1001
202104260026876,N000706,12801.0,'23002205119700000001,2.30022051197e+19,Rubber Plastic Parts,"FRONT FOG LAMP,YN4",983.0,9999
202104260026876,N000706,12801.0,'23002205119700000001,2.30022051197e+19,Rubber Plastic Parts,"COVER COMP,FR BUMPER LOWER",172.0,9999
202104260026876,N000706,12801.0,'23002205119700000001,2.30022051197e+19,Rubber Plastic Parts,"HOSE, DISCHARGE",937.0,9999
202204110068470,N000706,35645.0,'23002204555100000001,2.30022045551e+19,Metalic Parts,Fender Panel Front Right,851.56,1021
202111170029510,N000706,36547.0,'23002202986400000001,2.30022029864e+19,Metalic Parts,Door Rear Left,7449.21,1014
202105160008996,N000706,12801.0,'23002204925700000001,2.30022049257e+19,Metalic Parts,Fender Panel Front Left,1101.56,1020
202105160008996,N000706,12801.0,'23002204925700000001,2.30022049257e+19,Rubber Plastic Parts,"BEZEL, FRONT FOG LAMP LH",136.72,9999
202111090072604,N000706,31266.0,'23002204851700000001,2.30022048517e+19,Rubber Plastic Parts,"TAPE, REAR DOOR OUTER FR RH",169.49,9999
202108110083313,N000706,27582.0,'23002203623400000001,2.30022036234e+19,Rubber Plastic Parts,"EMBLEM,MARK(S)(CHROME)",104.0,9999
202002060088633,N000706,25375.0,'23002200065800000001,2.30022000658e+19,Rubber Plastic Parts,screw,3.12,9999
202112140050849,N000706,18912.0,'23002205727800000001,2.30022057278e+19,Rubber Plastic Parts,Moulding Front Windshield,326.0,1035
202202160020570,N000706,41761.0,'23002205266700000001,2.30022052667e+19,Glass Parts,Windshield Glass Front,6000.0,1003
202109240090314,N000706,23139.0,'23002203481300000001,2.30022034813e+19,Metalic Parts,Latch Bonnet|Hood,220.33,1874
202112150013212,N000706,23103.0,'23002204654300000001,2.30022046543e+19,Metalic Parts,Bonnet|Hood Assembly,4300.78,1002
202112150013212,N000706,23103.0,'23002204654300000001,2.30022046543e+19,Metalic Parts,MEMBER COMP HOOD LOCK,750.0,9999
202112150013212,N000706,23103.0,'23002204654300000001,2.30022046543e+19,Metalic Parts,BRACKET FRONT FENDER UPR FR L,15.62,9999
202111300095387,N000706,42937.0,'23002204828000000001,2.3002204828e+19,Rubber Plastic Parts,Garnish Bumper RH,64.06,9999
202112150013212,N000706,23103.0,'23002204654300000001,2.30022046543e+19,Rubber Plastic Parts,GARNISH RADIATOR UPPER GRILLE,2074.21,9999
202108310029190,N000706,12788.0,'23002203825800000001,2.30022038258e+19,Rubber Plastic Parts,"LINING, FR FENDER LH",312.5,9999
202109130082313,N000706,31271.0,'23002205006000000001,2.3002205006e+19,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Right,746.0,1476
202109030027760,N000706,23101.0,'23002204057700000001,2.30022040577e+19,Rubber Plastic Parts,Head Light Left,2584.74,1022
202112180065022,N000706,18913.0,'23002202136000000001,2.3002202136e+19,Metalic Parts,Fender Panel Front Right,1046.0,1021
202107280058798,N000706,31266.0,'23002201949500000001,2.30022019495e+19,Metalic Parts,Door Rear Left,6075.0,1014
202107280058798,N000706,31266.0,'23002201949500000001,2.30022019495e+19,Rubber Plastic Parts,Tape ,169.0,9999
202201010008956,N000706,41854.0,'23002202952900000001,2.30022029529e+19,Metalic Parts,Door Rear Right,8605.0,1015
202201010008956,N000706,41854.0,'23002202952900000001,2.30022029529e+19,Rubber Plastic Parts,"GUARD ASSY,FR DOOR SPLASH,R",285.15,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Metalic Parts,PANEL REAR FLOOR,1416.4,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Metalic Parts,PANEL COMP RR FLOOR SET MTG,1333.59,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Metalic Parts,PANEL ASY BACK DOOR,4355.46,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Metalic Parts,BALANCEER BACK DOOR LH,476.56,9999
202204170026777,N000706,30558.0,'23002205126600000001,2.30022051266e+19,Metalic Parts,ALLY WHEEL RR LH,5539.0,9999
202201160001708,N000706,18914.0,'23002204095300000001,2.30022040953e+19,Metalic Parts,Fender Panel Front Left,1070.0,1020
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Rubber Plastic Parts,LAMP UNIT RR COMB RH,974.57,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Rubber Plastic Parts,LAMP UNIT RR COMB LH,974.57,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Rubber Plastic Parts,LAMP UNIT HIGH MOUNT STOP,411.01,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Rubber Plastic Parts,GRILLE RADIATOR UPPR,468.75,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Rubber Plastic Parts,LINING FRT FENDER RH,217.18,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Rubber Plastic Parts,LINING RR WHEEL HSG R,34.37,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Rubber Plastic Parts,TRIM COMP BACK DOOR,187.5,9999
202109030062371,N000706,27579.0,'23002149447600000001,2.30021494476e+19,Rubber Plastic Parts,SEALENT SET,644.06,9999
202203070049270,N000706,30557.0,'23002203675300000001,2.30022036753e+19,Rubber Plastic Parts,TRIM FRONT,2105.46,9999
202110060016543,N000706,20233.0,'23002201637000000001,2.3002201637e+19,Metalic Parts,Lower Arm Front Left,464.84,2241
202110060016543,N000706,20233.0,'23002201637000000001,2.3002201637e+19,Metalic Parts,Stabilizer Bar|Sway Bar,1597.66,2254
202110060016543,N000706,20233.0,'23002201637000000001,2.3002201637e+19,Rubber Plastic Parts,Cover Fog Light Right,60.16,1810
202110060016543,N000706,20233.0,'23002201637000000001,2.3002201637e+19,Rubber Plastic Parts,"HOLDER, FR BUMPER SIDE",53.13,9999
202111110058368,N000706,41406.0,'23002205008300000001,2.30022050083e+19,Metalic Parts,Hinge Bonnet|Hood Left,97.65,2053
202111110058368,N000706,41406.0,'23002205008300000001,2.30022050083e+19,Rubber Plastic Parts,Emblem|Logo Front Grille,73.43,1074
202111110058368,N000706,41406.0,'23002205008300000001,2.30022050083e+19,Rubber Plastic Parts,"BAR,FRONT BUMPAR (FRONT)",1062.5,9999
202109070092391,N000706,25375.0,'23002205414400000001,2.30022054144e+19,Rubber Plastic Parts,EMBLEM ALTO,62.0,9999
202109070092391,N000706,25375.0,'23002205414400000001,2.30022054144e+19,Rubber Plastic Parts,DG SELANT,614.0,9999
202204090059670,N000706,42938.0,'23002204505600000001,2.30022045056e+19,Rubber Plastic Parts,Cladding Running Board|Gusset Panel Right,816.4,1988
202204090059670,N000706,42938.0,'23002204505600000001,2.30022045056e+19,Rubber Plastic Parts,Tyre Rear Right,6182.03,1028
202203010037366,N000706,46233.0,'23002205126700000001,2.30022051267e+19,Rubber Plastic Parts,Tail Light Left,584.74,1008
202109070068318,N000706,31271.0,'23002205379600000001,2.30022053796e+19,Rubber Plastic Parts,Indicator Lamp Bumper Left,110.16,1849
202109070068318,N000706,31271.0,'23002205379600000001,2.30022053796e+19,Rubber Plastic Parts,Garnish Front LH,62.5,9999
202202050024673,N000706,31269.0,'23002204546900000001,2.30022045469e+19,Rubber Plastic Parts,Bumper Rear Upper,1480.46,1938
201911270031141,N000706,19224.0,'23002205687900000001,2.30022056879e+19,Rubber Plastic Parts,Bumper Front Assembly,1476.56,1001
202203080052818,N000706,41761.0,'23002201673100000001,2.30022016731e+19,Rubber Plastic Parts,"LINING,REAR FEND,L",281.25,9999
202203220061016,N000706,27582.0,'23002201355000000001,2.3002201355e+19,Metalic Parts,Carrier Radiator Support Center Member 1,1003.0,1461
202110240010111,N000706,12759.0,'23002200240800000001,2.30022002408e+19,Metalic Parts,Bonnet|Hood Assembly,2800.0,1002
202110240010111,N000706,12759.0,'23002200240800000001,2.30022002408e+19,Metalic Parts,FR HOOD HINGES,156.0,9999
202203220061016,N000706,27582.0,'23002201355000000001,2.3002201355e+19,Metalic Parts,Wheel Rim Alloy Rear Right,780.0,2128
202110240010111,N000706,12759.0,'23002200240800000001,2.30022002408e+19,Rubber Plastic Parts,BUMPER BRACKET FR RH,117.0,9999
202202280085855,N000706,18914.0,'23002205058200000001,2.30022050582e+19,Rubber Plastic Parts,Bumper Rear Assembly,1996.0,1007
202202280085855,N000706,18914.0,'23002205058200000001,2.30022050582e+19,Rubber Plastic Parts,Tape,102.0,9999
202111100095362,N000706,25375.0,'23002203769500000001,2.30022037695e+19,Metalic Parts,AC Condenser Assembly,2953.12,1053
202112310062321,N000706,42939.0,'23002201701900000001,2.30022017019e+19,Rubber Plastic Parts,Grill Radiator Upper,382.81,9999
202112060075822,N000706,26692.0,'23002204008100000001,2.30022040081e+19,Rubber Plastic Parts,"HOLDER,RR BPR SIDE,L",56.25,9999
202112020000288,N000706,17644.0,'23002149332400000001,2.30021493324e+19,Metalic Parts,Hinge Bonnet|Hood Left,132.81,2053
202112020000288,N000706,17644.0,'23002149332400000001,2.30021493324e+19,Metalic Parts,"BRACE COMP,HOOD LOCK",259.37,9999
202112020000288,N000706,17644.0,'23002149332400000001,2.30021493324e+19,Metalic Parts,"MEMBER COMP,LAMP SUPPORT,L",269.53,9999
202109220015150,N000706,30557.0,'23002204455500000001,2.30022044555e+19,Metalic Parts,Fender Panel Front Right,1394.0,1021
202109220015150,N000706,30557.0,'23002204455500000001,2.30022044555e+19,Rubber Plastic Parts,Head Light Right,2834.0,1023
202104170013442,N000706,27583.0,'23002202402300000001,2.30022024023e+19,Metalic Parts,Hinge Bonnet|Hood Left,140.62,2053
202104170013442,N000706,27583.0,'23002202402300000001,2.30022024023e+19,Rubber Plastic Parts,Hose,1058.5,1333
202104170013442,N000706,27583.0,'23002202402300000001,2.30022024023e+19,Rubber Plastic Parts,Bracket 2,92.0,2361
202109210065547,N000706,25376.0,'23002146622800000001,2.30021466228e+19,Rubber Plastic Parts,Manifold Absolute Pressure (MAP) Sensor,1100.0,1203
202112020000288,N000706,17644.0,'23002149332400000001,2.30021493324e+19,Rubber Plastic Parts,Radiator Assembly,3750.0,1337
202112020000288,N000706,17644.0,'23002149332400000001,2.30021493324e+19,Rubber Plastic Parts,Bracket Front Bumper Left 1,36.71,1436
202112020000288,N000706,17644.0,'23002149332400000001,2.30021493324e+19,Rubber Plastic Parts,Grille Radiator Middle,132.81,2052
202112020000288,N000706,17644.0,'23002149332400000001,2.30021493324e+19,Rubber Plastic Parts,"COVER, ENGINE UNDER RH",406.25,9999
202112020000288,N000706,17644.0,'23002149332400000001,2.30021493324e+19,Rubber Plastic Parts,"COVER,ENGINE UNDER,L",269.53,9999
202112180021145,N000706,36551.0,'23002206500400000001,2.30022065004e+19,Rubber Plastic Parts,Head Light Left,2330.5,1022
202112180021145,N000706,36551.0,'23002206500400000001,2.30022065004e+19,Rubber Plastic Parts,Bumper Front Upper,1460.93,1926
202112180021145,N000706,36551.0,'23002206500400000001,2.30022065004e+19,Rubber Plastic Parts,Grille Radiator Lower,195.31,2051
202109140077133,N014289,37342.0,'23002202266500000001,2.30022022665e+19,Rubber Plastic Parts,"REFLECTOR ASSY,FRONT,R",56.77,9999
202109140077133,N014289,37342.0,'23002202266500000001,2.30022022665e+19,Rubber Plastic Parts,DECAL SIDE STRIPE LH,233.05,9999
202108270058280,N000706,25375.0,'23002203833300000001,2.30022038333e+19,Rubber Plastic Parts,Tyre Front Right,2046.87,1026
202108270058280,N000706,25375.0,'23002203833300000001,2.30022038333e+19,Consumable,CLIP 2,27.3,9999
202112040059893,N000706,19224.0,'23002203057800000001,2.30022030578e+19,Metalic Parts,Head Light Support Right,187.5,1485
202112040059893,N000706,19224.0,'23002203057800000001,2.30022030578e+19,Metalic Parts,Fender Panel Front Left,1230.46,1020
202112040059893,N000706,19224.0,'23002203057800000001,2.30022030578e+19,Rubber Plastic Parts,Radiator Assembly,2171.87,1337
202112040059893,N000706,19224.0,'23002203057800000001,2.30022030578e+19,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Left,285.15,1475
202112040059893,N000706,19224.0,'23002203057800000001,2.30022030578e+19,Rubber Plastic Parts,Bumper Front Assembly,1140.62,1001
202201130013864,N000706,40503.0,'23002206675100000001,2.30022066751e+19,Rubber Plastic Parts,Head Light Right,2080.0,1023
202203310055237,N000706,41761.0,'23002205297800000001,2.30022052978e+19,Metalic Parts,Bonnet|Hood Assembly,4425.78,1002
202201040095645,N000706,40503.0,'23002204505900000001,2.30022045059e+19,Rubber Plastic Parts,"GRILLE COMP,RADIATOR UPPER",941.4,9999
202201040095645,N000706,40503.0,'23002204505900000001,2.30022045059e+19,Rubber Plastic Parts,"GUIDE,GRILLE AIR",597.65,9999
202204060045836,N000706,12801.0,'23002207131500000001,2.30022071315e+19,Rubber Plastic Parts,Bracket 1,110.0,2360
202107240000919,N000706,30558.0,'23002207068200000001,2.30022070682e+19,Rubber Plastic Parts,Fog Light Front Left,1016.94,1823
202109090050516,N000706,29373.0,'23002149672300000001,2.30021496723e+19,Metalic Parts,sturt assy rh,1234.37,9999
202001200136598,N000706,40305.0,'23002204443700000001,2.30022044437e+19,Metalic Parts,HINGE2 ,199.21,9999
202009140085785,N000706,41212.0,'23002201625200000001,2.30022016252e+19,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Right,476.0,1476
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Metalic Parts,"SUPPORT, FRONT STRUT",343.75,9999
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Rubber Plastic Parts,Tyre Front Right,4822.65,1026
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Metalic Parts,Bonnet|Hood Assembly,5261.71,1002
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Rubber Plastic Parts,Cover Fog Light Right,82.03,1810
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Metalic Parts,Cross Member Suspension Frame Front,6730.46,2174
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Metalic Parts,Lower Arm Front Right,2011.71,2242
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Metalic Parts,"MEMBER, STEERING SUPPORT",1375.0,9999
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Metalic Parts,AC Condenser Assembly,4347.65,1053
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Rubber Plastic Parts,"DOOR ASSY,PASSENGER AIR BAG",4498.43,9999
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Rubber Plastic Parts,"KNOB, HEATER CONTROL",98.3,9999
202202190063754,N000706,31663.0,'23002150561600000001,2.30021505616e+19,Rubber Plastic Parts,"TAPE, DOOR OUT FR RH",128.9,9999
202109200054628,N000706,40095.0,'23002203075700000001,2.30022030757e+19,Metalic Parts,Bonnet|Hood Lock Panel,652.0,1430
202109200054628,N000706,40095.0,'23002203075700000001,2.30022030757e+19,Rubber Plastic Parts,Head Light Right,1847.0,1023
202203150074250,N000706,28711.0,'23002203041700000001,2.30022030417e+19,Metalic Parts,Door Front Right,5429.68,1017
202203150074250,N000706,28711.0,'23002203041700000001,2.30022030417e+19,Rubber Plastic Parts,"WEATHERSTRIP FRONT DOOR OUT ,RH",191.4,9999
202203070072525,N000706,30563.0,'23002201802300000001,2.30022018023e+19,Rubber Plastic Parts,HEAD LAMP ASSY LH,12042.37,9999
202109300018963,N000706,36258.0,'23002203634600000001,2.30022036346e+19,Rubber Plastic Parts,emblem ciaz,78.12,9999
202203070072525,N000706,30563.0,'23002201802300000001,2.30022018023e+19,Rubber Plastic Parts,CROSSMEMBER FR LOWER,1011.71,9999
202204190055740,N000706,38123.0,'23002205020900000001,2.30022050209e+19,Rubber Plastic Parts,AC Gas - Refrigerant,283.0,1060
202204080042835,N000706,46758.0,'23002205549800000001,2.30022055498e+19,Metalic Parts,Fender Panel Front Left,960.93,1020
202204080042835,N000706,46758.0,'23002205549800000001,2.30022055498e+19,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Left,464.84,1475
202107060038998,N000706,40506.0,'23002206047300000001,2.30022060473e+19,Rubber Plastic Parts,"GRILLE,RADIATOR LOWER",406.25,9999
202006150087649,N000706,41854.0,'23002206347800000001,2.30022063478e+19,Rubber Plastic Parts,"GUARD ASSY,RR FNDR SPLASH,R",406.25,9999
202203230022288,N000706,41406.0,'23002202318100000001,2.30022023181e+19,Rubber Plastic Parts,Sealant Front Windshield Glass 1,627.0,1036
202203070094180,N000706,19224.0,'23002203805900000001,2.30022038059e+19,Rubber Plastic Parts,Bumper Front Assembly,1113.0,1001
202203070094180,N000706,19224.0,'23002203805900000001,2.30022038059e+19,Rubber Plastic Parts,Grille Radiator Lower,62.0,2051
202203070094180,N000706,19224.0,'23002203805900000001,2.30022038059e+19,Rubber Plastic Parts,Bracket 1,476.0,2360
202111030039070,N000706,29658.0,'23002207071200000001,2.30022070712e+19,Glass Parts,Windshield Glass Front,2851.0,1003
202204250005039,N000706,40251.0,'23002207345600000001,2.30022073456e+19,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Left,476.0,1475
202107120044199,N000706,21829.0,'23002205891000000001,2.3002205891e+19,Metalic Parts,Fender Panel Front Left,1101.56,1020
202107120044199,N000706,21829.0,'23002205891000000001,2.3002205891e+19,Metalic Parts,Member Lamp support LH,132.81,9999
202107120044199,N000706,21829.0,'23002205891000000001,2.3002205891e+19,Metalic Parts,Member Ho lock,695.31,9999
202107120044199,N000706,21829.0,'23002205891000000001,2.3002205891e+19,Rubber Plastic Parts,Head Light Right,2161.01,1023
202107120044199,N000706,21829.0,'23002205891000000001,2.3002205891e+19,Rubber Plastic Parts,Grille Radiator Upper,484.37,1024
202111110022373,N000706,21546.0,'23002204142800000001,2.30022041428e+19,Metalic Parts,Bonnet|Hood Assembly,1820.0,1002
202111110022373,N000706,21546.0,'23002204142800000001,2.30022041428e+19,Rubber Plastic Parts,Emblem|Logo Fender Left,73.0,1072
202111110022373,N000706,21546.0,'23002204142800000001,2.30022041428e+19,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Left,207.0,1475
202201280087799,N000706,46232.0,'23002207379100000001,2.30022073791e+19,Rubber Plastic Parts,Head Light Right,2046.61,1023
202203250083280,N000706,31271.0,'23002206356200000001,2.30022063562e+19,Rubber Plastic Parts,Parking Sensor,1881.0,1209
202203250083280,N000706,31271.0,'23002206356200000001,2.30022063562e+19,Consumable,Bracket 1,156.0,2360
202203250083280,N000706,31271.0,'23002206356200000001,2.30022063562e+19,Rubber Plastic Parts,"GUARD ASSY,RR BUMPER SIDE,R",93.0,9999
202111190032945,N000706,30557.0,'23002205265500000001,2.30022052655e+19,Rubber Plastic Parts,Engine Cover Right,105.46,1276
202111190032945,N000706,30557.0,'23002205265500000001,2.30022052655e+19,Rubber Plastic Parts,Bumper Front Assembly,2027.34,1001
202201250082972,N000706,23101.0,'23002205719200000001,2.30022057192e+19,Rubber Plastic Parts,Tail Light Left,826.27,1008
202111070009223,N000706,42937.0,'23002204964400000001,2.30022049644e+19,Rubber Plastic Parts,Side Rear View Mirror Outer Assembly Right,4864.4,2094
202109230002157,N000706,17454.0,'23002148788400000001,2.30021487884e+19,Metalic Parts,Lower Arm Front Left,464.84,2241
202109230002157,N000706,17454.0,'23002148788400000001,2.30021487884e+19,Consumable,AC Gas - Refrigerant,567.78,1060
202109230002157,N000706,17454.0,'23002148788400000001,2.30021487884e+19,Metalic Parts,Hinge Bottom Door Rear Right,117.18,2058
